,ID,titulo,aptitud,genero,subgenero,precio,idioma,numero_paginas,fechaPublicacion
469,35301,When I Was a Child I Read Books: Essays,460.0,Biopic,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
470,468,The Waste Land,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
471,17778,"Individual Power: Reclaiming Your Core, Your Truth and Your Life",460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
472,36015,Race Matters,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
473,15113,The Quest for Christa T.,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
474,32076,Strategic Management: Concepts and Cases,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
475,28392,Mysteries of the Red Coyote Inn,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
476,11595,Big Bang: The Origin of the Universe,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
477,18707,The Gurkhas Daughter: Stories,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
478,31762,Fierce People,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
479,19905,The Voice of Jamaica,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
480,22525,Give and Take: A Revolutionary Approach to Success,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
481,25083,The Light Keepers Daughter,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
482,19635,Conspiracy,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
483,31762,Fierce People,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
484,18852,Bits and Pieces: Tales and Sonnets,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
485,3091,Women Who Run With the Wolves: Myths and Stories of the Wild Woman Archetype,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
486,3132,"The End of Faith: Religion, Terror, and the Future of Reason",460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
487,2042,Tortilla Flat,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
488,22630,"Story Engineering: Character Development, Story Concept, Scene Construction",460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
489,11612,Glory,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
490,22201,The Golden Moonbeam,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
491,11760,Deadly Games,460.0,Misterio,Aventura,1000-2000,Ingles,mas de 500,Antes del 2012 
492,19303,The Ring,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
493,10353,Krik? Krak!,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
494,88,Siddhartha,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
495,168,The Good Earth,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
496,51560,$20 Per Gallon: How the Inevitable Rise in the Price of Gasoline Will Change Our Lives for the Better,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
497,31694,The Book of Pleasure (Self-Love): The Psychology of Ecstasy,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
498,13707,Antichrista,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
499,34934,The Collected Poems,260.0,Ninguno,Ninguno,mas de 3000,Ingles,100-300,Antes del 2012 
500,10569,Shalimar the Clown,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
501,1997,As a Man Thinketh,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
502,16078,Understanding Power: The Indispensable Chomsky,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
503,8301,"Leadership: Past, Present & Future",460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
504,8344,Moment(s),460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
505,10723,The House of the Dead,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
506,3233,To Have and Have Not,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
507,7278,The Edible Woman,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
508,21589,A Survey of the Old Testament,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
509,19165,Postcards from a Rock and Roll Tour,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
510,2997,Freak the Mighty,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
511,42347,The Wounded Land,320.0,Ciencia Ficcion,Fantasia,2000-3000,Ingles,mas de 500,Antes del 2000
512,19894,Desire of the Moth,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
513,19716,Song to the Moon,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
